관객,전체스크린수,전체영화상영횟수,평균개봉기간,최고점유율,점유율편차,관객수,스크린수
10685.29,3456.0,14119.0,14.5,30.2,,10787.29,3461.0
3531.29,2926.0,12708.0,12.6,40.4,12.812584959067914,3612.29,2936.0
,3651.0,14539.0,8.1,48.9,15.52544864264977,12385.91,3644.0
14600.62,4074.0,14969.0,13.1,,14.796410976239397,14642.62,4044.0
,4060.0,14656.0,13.9,43.1,14.31929933108926,13623.21,4072.0
4605.76,,13853.0,14.4,44.2,14.074440979622915,,3359.0
6554.38,3358.0,14252.0,11.2,33.5,,6633.38,3381.0
3678.58,3118.0,13324.0,12.9,31.7,11.812653291186438,3730.58,
4328.56,3016.0,12825.0,10.8,30.3,10.467813100696398,4407.56,2960.0
5269.61,3101.0,13266.0,11.6,,10.515602164825788,5310.61,3076.0
1847.33,2776.0,11916.0,,,13.966483690129975,1944.33,2761.0
1708.7,2861.0,11984.0,19.3,47.7,14.157640261631801,1762.7,
11246.47,3628.0,13161.0,13.0,60.4,18.1835365097112,11314.47,3606.0
3544.25,3285.0,12243.0,14.0,66.7,20.33946355678482,3661.25,3244.0
11437.82,4089.0,13472.0,14.0,46.3,13.946281862122884,11512.82,4116.0
,3096.0,11882.0,10.3,,13.075460476276412,2714.85,3150.0
3431.48,,12019.0,11.6,37.7,13.057330848565064,3519.48,2985.0
6907.58,3523.0,13384.0,12.3,36.3,,6945.58,3401.0
2085.53,2922.0,11403.0,14.0,38.1,12.580712751403768,2147.53,3013.0
8238.92,,13134.0,11.3,27.6,9.352694204820816,8396.92,3347.0
5810.29,,12810.0,14.3,30.0,,5912.29,
3023.82,2784.0,,12.0,,11.683302425066106,3075.82,2744.0
,2678.0,,10.7,47.5,14.923002378878053,2670.09,2612.0
6368.41,3455.0,12993.0,15.5,45.0,14.47130877902126,6503.41,3393.0
5954.43,3421.0,12583.0,16.5,45.5,14.526145011285305,6011.43,
2112.44,2717.0,11311.0,,44.6,14.418587540625007,2185.44,2725.0
2236.63,2769.0,11187.0,15.0,,13.351525089749945,2305.63,2772.0
7212.59,2965.0,13469.0,16.1,45.3,14.134685469911714,7256.59,2956.0
2120.63,2848.0,12614.0,13.2,46.1,14.134516459913144,2229.63,2884.0
3008.17,2850.0,13120.0,6.5,33.1,12.064622294589713,3118.17,2860.0
2282.13,2792.0,,10.1,,12.014972141272551,2357.13,2763.0
,3099.0,12988.0,12.7,38.7,12.658348145701233,6391.64,3037.0
1836.31,2797.0,11344.0,16.2,29.7,10.389931023190996,1913.31,2866.0
1797.39,2818.0,11414.0,15.2,30.3,10.403209974703854,,
2674.59,3015.0,11773.0,7.8,21.5,7.104184995088773,,2905.0
3377.04,3135.0,12254.0,8.8,24.2,7.366206622135983,3479.04,
6788.1,3328.0,,12.6,21.3,6.150013550120574,6887.1,3379.0
5865.15,3461.0,12436.0,9.4,19.9,6.169782996363993,5959.15,3518.0
1889.57,2858.0,11266.0,11.0,22.2,7.01126870750857,1940.57,2878.0
1876.3,3089.0,,,22.2,,1975.3,3119.0
3116.71,3188.0,12055.0,,27.9,,3201.71,3200.0
2316.05,,,,36.2,,,3038.0
3170.0,3089.0,11018.0,15.1,29.1,12.293828623428187,3313.0,3081.0
5029.49,3626.0,12124.0,4.5,44.3,13.151717251624087,5128.49,3635.0
,3554.0,,14.8,31.4,8.853473894466507,3193.07,3611.0
3684.44,3543.0,12201.0,18.2,49.4,14.93180423719042,3863.44,3468.0
5829.03,3320.0,13250.0,14.3,38.3,13.048541851273818,5902.03,
6187.46,3321.0,,15.8,40.3,13.581151153958439,6268.46,3268.0
,3711.0,13909.0,12.4,36.5,13.95048386257624,6327.55,3684.0
12468.8,,14099.0,16.2,41.7,14.158860594459336,12506.8,3952.0
3450.89,3485.0,12775.0,18.4,35.8,13.151176542212653,3507.89,3495.0
9713.24,3901.0,14142.0,11.6,32.3,11.12222999222728,9812.24,3902.0
,3448.0,13068.0,,,9.648402285698221,3531.24,3477.0
3397.98,3621.0,13166.0,13.6,25.8,9.437401949453863,3469.98,3616.0
3797.85,3486.0,13143.0,,,7.918585732313568,3901.85,3479.0
3133.41,3286.0,12858.0,14.6,21.4,8.267399161095884,,3240.0
3596.34,3441.0,12980.0,15.9,22.8,8.006913679231634,3659.34,3413.0
3667.22,3145.0,12599.0,12.7,29.3,8.495521696099003,3799.22,3074.0
7107.48,3572.0,13877.0,17.5,40.8,12.561249937804757,7217.48,3627.0
,3265.0,12242.0,19.5,41.3,12.368890186449404,1923.37,3236.0
1657.72,3285.0,12152.0,21.5,,10.637799480051207,1723.72,3290.0
2314.6,3168.0,12194.0,16.2,27.0,9.735279485801458,,3154.0
1618.99,2969.0,11420.0,20.1,29.5,9.770568048992851,1698.99,2936.0
2859.08,,10986.0,14.0,60.3,18.272836549248602,2920.08,2997.0
7476.13,3585.0,12766.0,14.7,54.8,16.668199929473158,7532.13,3662.0
1645.1,3166.0,11205.0,,45.5,13.662849060296486,1740.1,3066.0
2433.03,2992.0,11436.0,17.0,,16.915016339861392,,3023.0
7036.48,3268.0,12183.0,17.2,62.9,19.34551340463439,7121.48,
1654.95,2918.0,10902.0,20.7,56.3,17.162543194086616,1739.95,2939.0
1824.28,,11668.0,6.5,46.1,13.282524023860994,1956.28,3027.0
5081.57,3525.0,12626.0,8.9,56.4,16.589019125781835,5179.57,3473.0
1404.78,2902.0,,9.7,49.2,14.322263166909838,1500.78,2959.0
2900.3,3315.0,12327.0,11.0,30.9,10.895972752454105,2996.3,3263.0
1476.39,3167.0,11406.0,14.0,28.7,10.239927300089152,1614.39,3143.0
2472.8,,10907.0,11.5,77.4,23.839612226525645,2531.8,3053.0
2370.16,3233.0,11043.0,11.6,72.8,22.307111471954908,2462.16,3288.0
7644.24,3451.0,,10.9,,15.36955504307858,7784.24,3487.0
7103.44,3393.0,13297.0,20.2,31.4,12.668701590928723,7187.44,3389.0
3748.75,3024.0,12693.0,,27.8,10.218610473053564,3817.75,2956.0
4127.28,3101.0,13128.0,15.5,30.1,,4237.28,3101.0
3501.7,3278.0,12094.0,6.7,60.7,18.27798919161757,3595.7,3250.0
2555.41,3328.0,11745.0,12.2,54.0,16.079607513175745,2648.41,3393.0
4282.35,3205.0,12808.0,10.1,35.4,12.043827372466685,4342.35,
8289.52,3398.0,13402.0,14.5,,12.894482023977027,8339.52,3389.0
2409.54,3105.0,12268.0,12.4,32.0,11.870242906809725,2518.54,3107.0
10245.41,3814.0,14947.0,8.1,43.3,12.974950224695787,10336.41,3850.0
2447.95,3012.0,12386.0,12.5,32.3,9.923266711230845,2534.95,
9051.13,3331.0,12178.0,15.5,78.2,24.21803964908069,9137.13,3222.0
,3261.0,,17.0,38.4,14.39475598959566,5278.08,3301.0
9006.2,3377.0,13227.0,14.8,41.3,16.214273547299815,9111.2,3428.0
3517.61,3127.0,12557.0,14.7,38.3,,3665.61,3153.0
10706.84,3391.0,13467.0,18.8,,15.574698142250533,10799.84,3379.0
3093.86,3034.0,12511.0,15.2,44.5,14.968945631985349,3159.86,2990.0
4287.91,3140.0,13061.0,,44.7,,4350.91,3131.0
8841.26,3394.0,13770.0,12.9,49.6,15.660598115440333,8971.26,3293.0
8004.32,3348.0,13361.0,13.9,,15.592291542796257,8072.32,3334.0
2530.1,2957.0,12401.0,15.4,39.1,13.062601408431464,2607.1,2946.0
11672.63,3489.0,14444.0,6.4,59.5,18.264050907604137,11754.63,
18363.51,3808.0,15032.0,7.5,,20.724556019906004,18493.51,3821.0
11444.84,3665.0,14689.0,6.7,60.9,19.22439422539325,11545.84,3645.0
18506.46,,15192.0,8.9,59.0,18.830778587786067,18605.46,3992.0
9024.07,3659.0,14357.0,10.9,57.6,18.785337071473826,9099.07,3680.0
,3602.0,14660.0,,41.6,14.287931970722704,8784.12,3620.0
,3693.0,,7.2,42.4,14.413223095477296,10087.44,3721.0
15874.71,,15616.0,9.2,42.7,,15982.71,4012.0
6451.75,3570.0,14253.0,11.2,40.1,13.908734266240366,6613.75,3492.0
9557.37,3685.0,13007.0,13.1,36.3,,9618.37,3732.0
3583.14,3090.0,11800.0,12.9,33.0,11.42258970442148,3656.14,3058.0
3409.15,3331.0,12169.0,13.5,32.9,10.906272405261927,3462.15,3354.0
3920.66,3192.0,12200.0,13.2,32.6,,4014.66,3155.0
4700.48,3458.0,14031.0,12.3,24.8,9.136258655610742,4807.48,3429.0
8725.56,3667.0,14417.0,14.3,25.9,9.97287432098802,8845.56,3689.0
,3232.0,13353.0,13.6,25.8,9.352890224714262,2648.44,3170.0
6641.55,3806.0,14425.0,11.6,28.2,9.85565263637517,6698.55,3717.0
,3768.0,14183.0,17.1,29.4,8.562456812543155,4368.89,3724.0
2274.94,3485.0,13276.0,19.0,30.8,9.481918465045867,,3428.0
2770.6,3616.0,12666.0,25.5,,11.036248356111678,2854.6,
1942.2,3195.0,11898.0,17.9,33.8,10.795451717171344,2025.2,3144.0
1669.33,3046.0,11082.0,20.7,,11.39610557261656,1809.33,3033.0
2061.14,3344.0,13422.0,19.5,,8.930154907204393,2100.14,3426.0
1763.54,,12666.0,,26.8,8.140980011985999,,2949.0
1703.16,3015.0,11150.0,15.4,33.5,10.211545753051624,1902.16,3056.0
1287.97,3127.0,10821.0,12.6,,10.309052117219878,,
3318.6,3142.0,10985.0,10.6,67.6,20.794734910548872,3420.6,3270.0
9495.09,3670.0,12417.0,11.9,72.1,22.19628597561113,9624.09,3596.0
9854.46,3661.0,12896.0,8.3,76.1,23.54382202522682,9949.46,3531.0
8227.44,3598.0,,8.3,45.6,14.126161702474045,8378.44,3642.0
,3801.0,12645.0,374.1,,11.219769258867235,6626.32,3670.0
2279.21,3601.0,11726.0,376.8,27.1,9.090929545431532,2415.21,3631.0
3225.92,3545.0,,379.4,,13.948062390326635,3316.92,3562.0
5083.27,3800.0,13685.0,14.222222222222221,39.7,13.051730408902365,5162.27,
20375.32,4278.0,16834.0,10.888888888888891,,8.578584446813535,20472.32,
,4066.0,,11.888888888888891,36.0,10.957716712689537,9121.84,4034.0
11796.05,4275.0,,13.9,39.2,11.24684647159174,12020.05,4265.0
,4333.0,15944.0,16.7,42.9,12.752254702600634,,4422.0
12439.2,4305.0,15526.0,17.7,,12.87749544317096,12500.2,4345.0
,3993.0,14707.0,18.7,42.0,12.50393715772934,4880.7,4006.0
4866.34,3991.0,,19.7,41.0,12.117187058976278,4926.34,
4299.52,3932.0,14323.0,,40.6,11.708539144098587,4426.52,3909.0
4837.2,4069.0,,13.0,40.3,,4893.2,4032.0
11849.31,4305.0,15524.0,14.0,27.5,9.634573161277048,11939.31,4290.0
10751.64,,15098.0,15.0,28.7,9.642752027645773,10875.64,4288.0
4565.67,3969.0,13985.0,9.4,27.5,9.290831801058266,4669.67,4050.0
5016.6,4058.0,14363.0,10.4,29.4,9.560340533219053,5143.6,4072.0
7703.11,4221.0,14250.0,13.8,31.4,,,
1872.86,3703.0,12595.0,16.8,20.0,7.5843479174767126,1992.86,3699.0
,3932.0,13532.0,12.1,33.2,11.047795154589796,4042.05,3907.0
8191.41,4344.0,14072.0,12.6,31.4,,8266.41,4237.0
3358.32,3952.0,13340.0,15.1,,11.242558032365725,3466.32,4029.0
11235.31,4557.0,14599.0,,37.8,11.895638790002925,,4513.0
3882.58,3646.0,12852.0,14.2,27.7,8.069971774699367,3970.58,3614.0
7356.32,3979.0,13382.0,15.2,32.2,9.556550981743712,,4099.0
1767.97,3503.0,12102.0,19.1,39.5,11.40253870367862,1855.97,3499.0
2379.75,3451.0,13141.0,8.1,,9.327766196803083,2561.75,3498.0
1706.78,3465.0,12506.0,,34.2,,1794.78,3477.0
6188.72,3787.0,13941.0,9.7,22.3,8.486093198744507,6271.72,3765.0
1818.56,3624.0,,12.3,25.6,8.824492431107107,1893.56,
1544.72,3383.0,12400.0,12.8,,8.58699921716286,1581.72,
2353.72,3161.0,12777.0,12.2,46.6,,2414.72,3259.0
7254.28,3594.0,14475.0,14.2,,14.394613189971066,7327.28,3544.0
6471.22,,14053.0,15.2,49.9,15.031167619316873,6509.22,
2032.42,3188.0,12771.0,22.6,51.0,15.344419905041125,2141.42,3280.0
2634.98,3598.0,13091.0,,47.1,15.790577359087706,2734.98,3634.0
,3733.0,13564.0,11.8,45.6,15.80863336562933,3939.0,3716.0
5674.66,3777.0,14278.0,15.1,43.2,14.022842476156931,5742.66,3828.0
5052.1,,,,43.2,13.938216847534294,5140.1,3831.0
1825.53,3418.0,,30.0,37.2,12.298328703075429,1933.53,3449.0
,3390.0,12725.0,15.0,34.2,10.895789196851332,1743.93,3525.0
4602.26,3534.0,13260.0,21.5,41.8,,4706.26,
1477.12,3223.0,12097.0,19.5,37.0,11.819574160405836,,3229.0
1217.17,,11735.0,19.7,34.4,11.041442136081884,1278.17,3270.0
7119.72,3612.0,13439.0,16.7,91.3,28.613470021419396,7201.72,3526.0
12785.12,3730.0,14126.0,21.2,90.6,28.36875432975904,12867.12,3769.0
4939.65,3225.0,13244.0,15.3,70.0,,4982.65,
6423.35,3948.0,14223.0,,53.3,,6547.35,3954.0
1671.62,3164.0,12232.0,277.7,44.3,13.748458499450445,1776.62,3212.0
1615.0,3271.0,12322.0,279.5,40.7,12.314742745542391,1672.0,3281.0
7583.25,3532.0,14043.0,10.9,36.6,14.336081131962885,7668.25,3510.0
2401.0,3352.0,13436.0,280.6,42.2,15.332249961727369,2457.0,3460.0
3271.13,,13820.0,13.5,24.6,,3366.13,3548.0
8904.25,3747.0,15364.0,13.4,30.0,,9001.25,3758.0
10582.55,3850.0,15402.0,14.4,31.1,11.044375139509805,10631.55,3775.0
2365.23,3360.0,13544.0,12.1,32.4,,2468.23,3288.0
3559.41,3480.0,13665.0,8.9,30.6,9.70933113613451,3643.41,3459.0
2445.63,3419.0,13648.0,8.7,,13.084511624223676,2524.63,3415.0
,3770.0,14338.0,13.1,49.5,,5334.17,3782.0
9091.63,,14738.0,14.8,,22.00974531631134,9202.63,3451.0
2116.52,3255.0,13406.0,17.8,65.1,19.875713823659265,2210.52,3246.0
,3545.0,15572.0,14.0,45.8,17.03356164230553,10606.23,3533.0
10121.18,4092.0,15070.0,6.7,41.8,14.355444186014509,10227.18,4175.0
11966.96,3599.0,14812.0,9.2,44.7,15.808664993885126,12055.96,3520.0
6079.04,,15252.0,9.6,25.7,,6184.04,3945.0
,4155.0,15621.0,10.888888888888891,26.2,10.13190779446574,12828.21,4095.0
5424.91,3965.0,15213.0,11.1,29.4,9.543380486552502,5485.91,3970.0
14516.37,4448.0,15227.0,346.3,65.9,20.45979526344832,14644.37,4361.0
9357.78,4118.0,15101.0,342.5,51.8,16.431206758955827,9447.78,4133.0
11179.7,3911.0,15405.0,11.0,43.0,15.146675469481009,11247.7,3972.0
17682.81,4309.0,16126.0,10.4,40.5,13.87557406219849,17754.81,
8412.37,4022.0,15250.0,12.1,50.0,15.83501394589429,8485.37,
,4047.0,14185.0,19.3,40.8,12.773653440665367,4347.29,4009.0
4778.02,3910.0,14805.0,15.3,39.2,,4939.02,3932.0
10195.23,4136.0,15108.0,,,,10254.23,4128.0
3957.91,,,11.4,43.7,13.432253885496822,4075.91,3523.0
,3720.0,14165.0,11.7,,,5099.69,3695.0
9253.76,3955.0,14513.0,17.3,45.9,14.451005347572035,9390.76,3901.0
2268.3,3497.0,,14.9,32.2,10.130262692656206,2323.3,3545.0
4022.14,3388.0,13713.0,17.2,53.9,17.863087328031767,4111.14,3433.0
2691.05,3310.0,13435.0,20.1,51.5,16.957427084712275,2800.05,3271.0
2736.34,,13236.0,21.6,48.4,16.14320978684915,2812.34,3145.0
,3826.0,15349.0,9.7,33.9,10.607235476053336,,3803.0
11215.58,,16010.0,10.7,36.6,10.951311438463527,11334.58,4241.0
14602.81,4510.0,16025.0,11.7,38.6,11.577761249721625,14702.81,4594.0
4191.41,3847.0,14007.0,13.3,26.3,10.747511339840496,4239.41,3800.0
11340.31,3930.0,14792.0,18.1,47.8,14.34734199154053,11405.31,3904.0
9420.42,4054.0,14471.0,20.1,48.0,14.45766232832957,9507.42,4048.0
2774.4,3509.0,13362.0,19.6,46.6,14.388054458859653,2870.4,3547.0
2922.75,3564.0,13165.0,22.1,44.4,13.66341831314551,3046.75,3583.0
7133.29,,14390.0,,48.3,14.618743676071027,7196.29,4120.0
1980.57,3782.0,12723.0,14.6,38.8,11.988160826415367,2040.57,3787.0
2900.25,3605.0,13611.0,,,11.391224692718511,,3522.0
6728.38,3825.0,14350.0,,32.7,12.413182956482641,6780.38,3855.0
3441.57,,13449.0,7.2,26.7,9.395176067181142,3546.57,3824.0
,3609.0,12782.0,12.1,28.2,8.628125842589196,1748.48,3739.0
,3607.0,12816.0,13.6,27.4,8.316623246379638,1798.09,
4190.82,3689.0,14286.0,375.7,62.8,18.75545550262939,4261.82,3689.0
,3636.0,13592.0,377.5,49.0,17.858098069690023,4525.18,
4963.01,3706.0,13942.0,378.5,48.3,,5059.01,3605.0
,3799.0,14434.0,379.5,48.7,17.927248038174238,,3765.0
2451.87,3436.0,12970.0,381.4,50.9,,2515.87,3509.0
2507.08,3455.0,12978.0,383.6,,17.237800839369786,2634.08,3524.0
8319.19,4235.0,15580.0,374.3,56.0,16.62336040369429,8464.19,4280.0
7650.48,4231.0,15166.0,375.3,55.6,16.47929677571899,7700.48,4173.0
6811.11,3987.0,,10.0,46.6,13.984133866636146,6960.11,3965.0
2218.65,3477.0,13039.0,11.0,,12.815286011461295,2304.65,3450.0
2269.02,3582.0,12987.0,11.8,40.9,12.056717813917869,2338.02,3617.0
2536.04,3817.0,12194.0,9.1,35.1,10.031777287976222,2614.04,
3031.19,3954.0,13039.0,10.2,38.8,11.315986724786994,,3992.0
5815.14,4201.0,,11.2,39.0,11.465620107279172,5884.14,4191.0
5238.67,3716.0,14287.0,817.7,34.9,14.206528233331476,5360.67,3764.0
6008.67,3793.0,14729.0,450.5,37.8,14.169905512113418,6073.67,3686.0
11191.73,3819.0,15546.0,,36.1,14.355037830361548,11292.73,3824.0
8783.77,4610.0,15562.0,9.0,32.2,9.631199302267603,8853.77,4540.0
10310.6,5215.0,15479.0,9.7,27.1,10.006714412499909,10396.6,5269.0
3096.85,4678.0,14161.0,12.7,23.7,9.07595112860844,3151.85,4698.0
8658.48,4909.0,14949.0,8.9,20.4,7.057856142861892,8728.48,4866.0
8048.07,4852.0,,9.9,22.8,7.490742434647063,8157.07,4813.0
2525.96,4522.0,13372.0,11.9,19.9,6.797254347651457,2607.96,4438.0
2291.24,4474.0,13202.0,12.9,18.4,6.206591478241321,2413.24,4395.0
3686.04,4463.0,,9.3,33.4,9.922477289243627,3793.04,4468.0
7760.94,4603.0,13893.0,11.7,,10.619191222603641,7815.94,
,4089.0,12222.0,,32.2,9.45845300952187,2259.32,4013.0
1893.32,4215.0,,13.2,26.9,8.89187519280632,1945.32,
12509.86,4541.0,16558.0,15.5,75.6,23.534560874500194,12594.86,4580.0
16517.83,4698.0,16994.0,16.5,70.9,22.14111559971629,16602.83,4628.0
4867.04,4264.0,15838.0,,42.8,13.143819840518205,4998.04,4262.0
5421.26,4377.0,16333.0,7.3,44.4,,5467.26,4387.0
10356.03,4584.0,16931.0,8.3,45.0,13.67757288410484,10427.03,4599.0
,4044.0,15488.0,10.1,36.1,11.106534613060507,3975.09,4092.0
9837.72,4992.0,15860.0,7.7,29.8,9.454358195503746,9947.72,4985.0
,4776.0,15400.0,9.7,34.2,10.354365692252175,,4648.0
11412.12,4966.0,15273.0,10.7,,11.307401705667546,11552.12,
2601.93,3834.0,12962.0,10.5,32.8,10.128644748654406,2688.93,3802.0
2165.56,3554.0,,10.3,20.4,6.8518934933669575,2247.56,
6246.73,,14516.0,13.3,23.6,7.950269038075238,,4186.0
1507.39,3647.0,13052.0,16.3,17.8,7.034589145390402,1578.39,3647.0
,3604.0,13215.0,,20.8,6.803112032984121,2122.96,3558.0
1097.78,3242.0,,17.6,22.7,6.795227083115847,1184.78,3210.0
3246.15,4094.0,13495.0,15.3,70.1,21.42707529168541,3332.15,4138.0
,3919.0,12450.0,17.4,50.7,15.31291756800266,1626.23,3909.0
1319.11,4057.0,12380.0,19.0,44.8,13.527769792377288,1382.11,4152.0
2033.82,3912.0,12311.0,10.2,32.3,9.9931142960207,2075.82,3953.0
,,13986.0,13.2,37.5,13.04106761137463,3847.72,4144.0
848.51,3644.0,10737.0,13.1,22.1,8.06471050661805,932.51,3651.0
1407.73,3456.0,12555.0,,,8.871051547339562,1544.73,3556.0
,3820.0,14430.0,1366.0,,9.84055666898756,4150.58,3775.0
4302.35,4143.0,15180.0,638.2,28.3,9.136526205900747,4450.35,4152.0
1933.53,3652.0,14344.0,1094.6,25.4,7.447005363828397,2053.53,3663.0
7969.02,3860.0,13254.0,1097.5,91.0,28.51190004970634,8027.02,3866.0
12493.57,3968.0,14173.0,642.2,90.9,28.48586589092134,12620.57,3933.0
8051.84,4491.0,15248.0,14.7,65.8,20.576156643606264,8128.84,4480.0
6099.07,3881.0,13343.0,13.9,65.8,20.457981327589483,,3830.0
4034.81,3600.0,12672.0,18.1,70.7,21.75612302063235,4185.81,3668.0
8778.09,4474.0,14063.0,11.8,55.7,16.591644483494296,8883.09,4520.0
2456.6,3848.0,12916.0,18.8,52.3,15.449850772382524,2570.6,3906.0
5242.17,4084.0,12436.0,18.3,57.0,18.0903411920407,5327.17,4038.0
2267.93,,12404.0,14.8,40.2,13.408272736552528,2349.93,4016.0
4616.76,3943.0,13480.0,8.6,60.6,18.40626704866217,4759.76,3925.0
5567.92,4075.0,13757.0,10.6,55.1,16.796626645450768,5647.92,4163.0
11158.72,4639.0,15170.0,12.1,27.7,10.174810945554603,,4620.0
3371.67,4007.0,14396.0,11.5,20.6,7.526575139685602,3482.67,4029.0
,4052.0,14239.0,15.5,21.6,7.955599006709398,3021.06,3949.0
3943.21,4100.0,14633.0,13.4,43.1,12.488790529466375,4082.21,4062.0
3079.07,4113.0,14667.0,252.7,38.6,11.01179165965083,3178.07,4042.0
3474.64,,13642.0,246.4,31.0,11.267652816802617,3596.64,3991.0
4372.57,4103.0,14071.0,247.4,31.8,11.463996782196958,4469.57,4207.0
2582.21,3744.0,13383.0,,34.6,12.041802190702189,2680.21,3783.0
3493.05,3908.0,14185.0,241.6,43.7,13.382081718145018,3596.05,3891.0
10507.41,4252.0,15751.0,7.6,82.4,25.634544834829608,10569.41,4237.0
9570.74,4407.0,16339.0,9.666666666666666,77.1,23.85076052828877,,4358.0
,4548.0,17075.0,9.111111111111109,74.5,22.898736015577608,17322.44,4507.0
,4210.0,15877.0,10.0,70.1,21.410872108450988,7123.24,
10040.38,,16710.0,9.7,40.4,12.180535474454498,10139.38,4957.0
18247.38,5036.0,16815.0,11.7,39.8,12.302434266798134,18318.38,4994.0
10978.05,4760.0,15536.0,13.8,,11.312750918027554,11097.05,4713.0
7765.59,4934.0,14702.0,16.4,30.5,8.719843270762764,7857.59,4969.0
5668.41,,14254.0,,23.5,7.861184530477722,5730.41,4229.0
4889.98,4189.0,13849.0,22.1,23.9,7.6608383643335305,4992.98,4236.0
3689.86,4172.0,13426.0,8.4,74.5,,3775.86,4181.0
9376.44,4826.0,15460.0,11.4,69.2,21.06765820451391,9452.44,4799.0
4523.85,4458.0,13846.0,9.9,,19.65293588471933,4626.85,4560.0
9426.47,,15412.0,3.5,56.4,16.968650833555127,9506.47,4678.0
12803.98,4543.0,15148.0,8.0,57.5,,12897.98,4525.0
1841.98,3430.0,,,40.8,,1960.98,3392.0
2355.38,3598.0,,,41.1,12.160450466802436,2424.38,3672.0
4496.75,4324.0,13191.0,10.2,39.1,11.412838774331693,4621.75,4182.0
6950.37,,14023.0,6.2,67.4,,7107.37,3983.0
4115.15,3718.0,14024.0,9.9,55.3,16.732632787460552,4166.15,3732.0
,3910.0,,8.7,47.3,14.489919867886703,5151.8,3886.0
10341.38,4727.0,15590.0,7.3,41.2,13.3696172969411,10443.38,4746.0
2674.56,3893.0,14096.0,11.5,39.5,13.288763005721126,2786.56,3927.0
9044.0,4250.0,15416.0,8.8,67.4,20.602375806903652,,4297.0
4419.58,3607.0,13901.0,635.7,63.8,19.743997681433324,4470.58,3625.0
10938.29,3825.0,16716.0,444.9,64.3,20.629614635276152,11008.29,
2527.39,3400.0,14511.0,447.7,56.6,18.226601438556774,2620.39,3350.0
5415.95,3942.0,15118.0,447.2,37.8,12.455770639435453,,
2463.09,3836.0,13653.0,,63.9,19.433616350140408,2542.09,3845.0
2325.18,3833.0,13458.0,15.1,60.3,18.260768512487818,,3835.0
