age,sex,income,education,live_in_city,own_smartphone,own_tablet,sns_use,newspaper
21,1,5,4,1,1,0,0,0
50,0,6,5,1,1,0,0,0
47,1,1,4,1,1,0,0,0
14,1,1,3,1,1,0,0,0
71,1,1,4,1,1,0,0,0
45,0,5,4,1,1,0,0,0
81,0,4,4,1,1,0,0,0
73,1,4,2,1,1,0,0,0
47,0,10,5,1,1,0,1,1
45,1,10,6,1,1,1,1,1
15,1,1,3,1,1,1,1,0
12,1,1,2,1,1,0,1,0
51,1,6,5,1,1,0,0,1
84,1,2,2,1,0,0,0,0
45,0,12,4,1,1,0,0,1
36,1,1,4,1,1,0,1,1
13,1,1,3,1,1,0,0,0
8,1,1,2,1,0,0,0,0
72,1,3,2,1,1,0,0,0
46,0,8,5,1,1,0,1,1
48,1,4,5,1,1,0,1,1
17,0,1,4,1,1,0,1,1
47,1,8,4,1,1,0,1,0
46,1,1,5,1,1,0,1,0
44,1,1,5,1,1,0,1,1
59,0,5,5,1,1,0,0,1
58,1,1,3,1,1,0,0,1
27,0,1,5,1,1,0,1,1
45,1,6,5,1,1,0,1,1
58,1,1,4,1,1,0,0,1
50,1,1,5,1,1,0,1,1
52,0,13,4,1,1,0,1,1
48,1,1,4,1,1,0,1,0
79,1,3,2,1,0,0,0,0
79,1,3,3,1,1,0,0,0
59,1,5,5,1,1,0,0,1
28,0,5,5,1,1,0,1,1
24,0,1,5,1,1,0,1,1
89,1,2,3,1,0,0,0,0
61,1,1,3,1,1,0,1,1
76,0,4,4,1,0,0,0,1
73,1,2,2,1,0,0,0,1
60,0,4,5,1,1,0,0,1
54,1,4,4,1,1,0,0,0
30,1,4,5,1,1,0,1,1
25,1,1,5,1,1,0,1,1
23,0,1,5,1,1,0,1,1
60,0,6,4,1,1,0,0,0
53,1,1,4,1,1,0,0,1
26,0,7,5,1,1,0,1,1
61,0,8,4,1,1,0,1,1
54,1,1,4,1,1,0,0,1
24,0,1,5,1,1,0,1,1
74,0,4,3,1,1,0,0,1
73,1,5,2,1,1,0,0,1
72,1,2,2,0,1,0,0,1
74,1,3,3,1,1,0,0,0
66,1,3,3,1,1,0,0,1
42,1,5,4,1,1,0,1,1
44,0,9,4,1,1,0,1,1
42,1,1,4,1,1,0,1,1
14,0,1,3,1,1,0,1,1
78,1,3,2,1,1,0,0,0
26,0,5,5,1,1,0,1,1
43,0,11,5,1,1,1,1,1
43,1,1,5,1,1,1,1,1
14,1,1,2,1,1,1,0,0
45,0,12,5,1,1,0,1,1
43,1,1,5,1,1,0,1,1
12,1,1,2,1,1,0,1,1
10,0,1,2,1,0,1,0,1
49,0,12,5,1,1,0,1,1
42,1,1,4,1,1,0,1,1
17,1,1,4,1,1,0,1,0
15,1,1,3,1,1,0,1,0
42,0,8,5,1,1,0,1,1
43,1,5,5,1,1,0,0,1
10,0,1,2,1,1,0,0,0
43,0,9,5,1,1,0,1,0
40,1,1,5,1,1,0,1,0
11,0,1,2,1,1,0,1,0
7,1,1,2,1,0,0,0,0
58,0,8,4,1,1,0,1,1
58,1,1,4,1,1,0,1,1
33,1,5,5,1,1,0,1,1
30,0,6,5,1,1,0,1,1
47,0,8,5,1,1,0,0,1
46,1,5,5,1,1,0,1,1
19,0,2,5,1,1,0,1,1
52,0,5,4,1,1,0,1,1
49,1,5,4,1,1,0,1,1
24,1,5,5,1,1,0,1,1
22,1,5,5,1,1,0,1,1
82,0,2,2,1,0,0,0,0
80,1,2,2,1,0,0,0,0
48,0,8,6,1,1,0,1,1
79,1,2,2,1,0,0,0,0
77,0,2,2,1,0,0,0,0
29,0,5,4,1,1,0,0,1
49,0,7,4,1,1,0,0,1
40,1,5,4,1,1,0,0,1
80,0,2,3,1,1,0,0,0
72,1,2,2,1,1,0,0,0
65,1,7,4,1,1,0,0,0
25,1,6,4,1,1,0,0,1
84,1,1,3,1,0,0,0,0
58,0,7,5,1,1,1,0,1
47,0,7,4,1,1,0,0,0
46,1,7,4,1,1,1,0,1
22,0,1,5,1,1,1,0,1
18,0,1,4,1,1,1,0,0
60,0,13,5,1,1,0,0,1
58,1,10,5,1,1,0,0,0
31,1,6,5,1,1,0,1,1
52,0,9,5,1,1,0,1,0
48,1,1,5,1,1,0,0,1
22,1,1,5,1,1,0,1,0
18,0,1,4,1,1,0,1,1
13,1,10,3,1,1,0,1,0
52,0,15,5,1,1,0,0,1
48,1,16,5,1,1,0,0,0
22,1,1,5,1,1,0,1,0
17,1,1,4,1,1,0,1,0
58,0,12,5,1,1,0,1,1
57,1,1,5,1,1,0,0,1
29,1,7,5,1,1,0,1,1
26,0,1,5,1,1,0,1,1
57,0,12,5,1,1,0,0,0
54,1,2,5,1,1,0,0,0
26,0,2,5,1,1,0,1,1
24,0,2,5,1,1,0,1,0
45,0,15,6,1,1,0,1,1
45,1,6,5,1,1,1,1,0
19,1,3,5,1,1,0,1,0
18,0,1,4,1,1,0,1,1
48,1,5,4,1,1,0,0,1
24,0,4,5,1,1,0,1,1
19,1,4,4,1,1,0,1,1
47,1,8,4,1,1,0,0,1
21,1,1,5,1,1,0,1,1
17,0,1,4,1,1,0,0,1
52,0,7,4,1,1,0,0,1
24,0,1,5,1,1,0,0,1
76,1,1,2,1,1,0,0,0
85,0,1,4,1,0,0,0,0
82,1,7,3,1,0,0,0,0
65,0,6,5,1,1,0,0,1
66,1,1,4,1,1,0,0,0
30,0,6,5,1,1,0,0,1
72,0,4,2,1,1,0,0,0
69,1,2,4,1,1,0,0,0
39,1,5,4,1,1,1,1,1
37,1,6,5,1,1,1,1,1
54,0,4,4,1,1,0,0,1
53,1,1,4,1,1,0,0,1
28,1,5,5,1,1,0,1,1
27,0,5,4,1,1,0,0,1
61,0,7,4,1,1,0,0,0
54,0,8,5,1,1,0,0,0
52,1,5,4,1,0,0,0,0
65,0,5,3,1,1,0,0,1
65,0,4,4,1,1,0,0,0
64,1,1,4,1,1,0,0,0
82,1,1,2,1,0,0,0,0
51,0,7,5,1,1,0,0,0
18,0,1,4,1,1,0,1,0
49,0,6,4,1,1,0,1,0
43,0,7,5,1,1,0,0,1
43,1,7,5,1,1,0,0,0
10,0,1,2,1,1,0,0,0
7,0,1,2,1,0,0,0,0
47,1,1,4,1,1,0,1,1
57,0,5,3,1,1,0,0,1
52,1,1,4,1,1,0,0,1
26,0,5,5,1,1,0,1,1
24,0,1,5,1,1,0,1,1
70,1,2,2,1,0,0,0,0
82,0,3,2,1,0,0,0,0
54,0,7,4,1,1,0,0,1
79,0,4,5,1,0,0,0,0
78,1,3,3,1,0,0,0,0
53,0,7,5,1,1,1,0,1
48,1,5,4,1,1,1,1,1
20,0,1,5,1,1,1,1,1
38,0,7,5,1,1,0,1,1
64,1,1,2,1,1,0,0,1
38,1,1,4,1,1,0,1,1
40,1,5,5,1,1,0,1,1
48,0,8,5,1,1,0,0,1
40,1,7,5,1,1,0,1,0
15,1,1,3,1,1,0,1,0
47,0,8,5,1,1,0,0,1
44,1,1,5,1,1,0,0,1
14,1,1,3,1,1,0,1,0
10,1,1,2,1,0,0,0,0
43,0,12,5,1,1,0,1,1
43,1,5,5,1,1,1,0,0
13,1,1,3,1,1,0,1,0
11,0,1,2,1,0,1,0,0
60,0,7,4,1,1,0,0,1
58,1,7,4,1,1,0,1,1
83,1,1,2,1,0,0,0,0
30,0,11,6,1,1,0,1,1
25,1,1,5,1,1,0,1,1
27,0,8,5,1,1,0,1,1
51,0,6,4,1,1,0,0,0
47,1,4,4,1,1,0,0,0
26,0,5,5,1,1,0,1,0
24,1,5,4,1,1,0,1,0
84,0,2,2,1,0,0,0,0
84,1,2,2,1,0,0,0,0
43,1,6,4,1,1,0,1,1
62,1,1,4,1,1,0,0,1
46,0,8,4,1,1,0,1,1
18,1,1,5,1,1,0,1,0
44,0,4,5,1,1,1,1,1
36,1,1,5,1,1,1,1,1
9,1,1,2,1,1,1,0,0
56,0,7,5,1,1,1,1,1
56,1,6,4,1,1,1,1,1
57,0,6,4,1,1,0,0,1
53,1,4,4,1,1,0,0,1
22,1,5,5,1,1,0,1,1
75,1,3,2,1,0,0,0,0
28,1,4,5,1,1,0,1,1
47,0,7,5,1,1,0,1,1
45,1,1,5,1,1,0,1,1
56,0,6,4,1,1,1,1,1
61,1,3,4,1,1,0,0,1
51,1,6,4,1,1,0,1,1
49,1,1,5,1,1,0,1,1
83,1,2,2,1,1,0,0,0
76,0,2,4,1,1,0,0,0
86,0,2,2,1,0,0,0,1
71,0,4,4,1,1,0,0,1
61,1,1,3,1,1,0,1,1
61,1,4,4,1,1,0,0,0
44,0,7,5,1,1,0,1,1
41,1,1,5,1,1,0,1,1
12,0,1,2,1,1,0,0,0
57,0,5,4,1,1,0,0,1
57,1,1,4,1,1,0,0,1
20,0,1,4,1,1,0,1,0
51,0,8,5,1,1,0,0,0
51,1,4,4,1,1,0,0,1
24,1,6,5,1,1,0,1,0
20,1,1,5,1,1,0,0,0
53,0,4,4,1,1,0,1,1
47,1,5,4,1,1,0,1,1
65,1,6,4,1,1,0,0,0
71,0,5,4,1,1,0,1,1
71,1,1,4,1,1,0,0,0
59,1,1,4,1,1,0,0,1
64,1,5,4,1,1,0,1,1
56,0,6,4,1,1,0,1,1
74,0,3,3,1,1,0,0,0
76,1,3,2,1,1,0,0,0
56,0,4,4,1,1,0,0,0
43,1,1,4,1,1,0,1,1
31,0,4,5,1,1,0,1,1
25,0,4,5,1,1,0,1,1
89,1,1,2,1,1,0,0,0
52,0,10,5,1,1,0,0,0
48,1,10,5,1,1,0,0,0
48,1,1,4,1,1,1,1,1
51,0,9,5,1,1,0,0,0
48,1,1,4,1,1,0,1,0
66,0,6,4,1,1,0,1,0
65,1,8,4,1,1,0,1,1
53,0,7,5,1,1,0,1,1
59,0,6,4,1,1,0,1,1
56,1,1,4,1,1,0,0,1
66,1,4,4,1,1,0,0,1
63,0,9,6,1,1,0,0,1
63,1,1,4,1,1,0,0,0
29,0,10,5,1,1,1,1,0
28,1,3,5,1,1,0,1,0
81,1,3,3,1,0,0,0,0
87,0,1,3,0,0,0,0,0
85,1,2,3,0,0,0,0,0
51,0,17,5,1,1,0,0,1
50,1,5,5,1,1,0,0,1
19,0,1,5,1,1,1,0,1
43,0,6,4,1,1,0,1,1
55,0,6,4,1,1,0,0,0
47,1,1,4,1,1,0,0,0
24,1,1,5,1,1,0,1,0
20,0,1,5,1,1,0,1,0
43,0,6,5,1,1,0,0,1
42,1,1,4,1,1,0,0,1
13,1,1,3,1,1,0,0,1
10,1,1,2,1,1,0,0,1
31,1,7,5,1,1,0,0,1
59,0,6,4,1,1,0,0,1
55,1,5,4,1,1,0,0,1
37,0,8,6,1,1,0,0,1
35,1,6,5,1,1,0,1,1
45,0,7,4,1,1,0,0,1
39,1,1,4,1,1,0,1,1
15,0,1,3,1,1,0,1,1
13,0,1,3,1,1,0,1,1
9,1,1,2,1,1,0,1,0
69,0,4,3,1,0,0,0,0
66,1,1,3,1,0,0,0,0
42,0,5,3,1,1,0,1,1
61,0,4,4,1,1,0,0,1
56,1,1,4,1,1,0,1,1
28,1,6,5,1,1,0,1,1
60,0,5,4,1,1,1,1,1
52,1,1,4,1,1,1,1,1
24,0,1,5,1,1,1,1,1
23,0,1,5,1,1,1,1,1
61,0,4,4,1,1,0,0,1
61,1,1,3,1,1,0,0,1
64,0,5,4,1,1,0,1,1
61,1,5,4,1,1,0,1,1
79,0,3,4,1,1,0,0,0
73,1,2,3,1,0,0,0,0
71,0,4,4,1,1,0,0,0
70,1,2,3,1,1,0,0,0
69,0,5,4,1,1,0,0,0
65,1,2,4,1,1,0,1,0
42,0,10,5,1,1,1,0,1
42,1,8,4,1,1,1,0,1
10,1,1,2,1,0,0,0,0
7,0,1,2,1,0,0,0,0
42,0,10,5,1,1,0,0,1
41,1,10,5,1,1,0,0,1
10,1,1,2,1,0,0,0,0
60,0,6,6,1,1,0,0,1
63,1,1,4,1,1,0,0,1
27,1,3,5,1,1,0,1,1
25,1,5,5,1,1,0,1,1
23,0,2,5,1,1,0,1,0
43,0,11,5,1,1,1,0,1
43,1,2,4,1,1,1,0,1
13,0,1,3,1,1,1,0,0
11,1,1,2,1,0,1,0,0
43,1,1,4,1,1,1,1,1
15,0,1,3,1,0,0,0,0
13,0,1,3,1,0,0,0,0
84,0,1,4,1,1,0,0,0
82,1,1,2,1,0,0,0,0
75,0,4,3,1,0,0,0,0
38,1,7,6,1,1,0,0,0
37,0,16,4,1,1,0,0,1
36,1,9,5,1,1,0,0,1
7,0,1,2,1,0,0,0,0
44,0,10,5,1,1,1,0,1
44,1,1,4,1,1,1,0,1
9,0,1,2,1,0,0,0,0
53,0,11,5,1,1,0,0,1
51,1,9,5,1,1,0,0,1
24,1,1,5,1,1,0,1,0
21,0,1,5,1,1,0,0,1
47,0,10,4,1,1,0,1,1
44,1,1,4,1,1,1,1,1
19,0,1,5,1,1,0,1,0
16,0,1,4,1,1,0,1,0
61,1,4,5,1,1,0,0,0
38,1,1,5,1,1,0,1,1
67,0,7,5,1,1,0,1,1
69,1,1,5,1,1,0,1,1
45,0,6,4,1,1,0,1,0
43,1,1,4,1,1,0,1,0
14,0,1,3,1,1,0,1,0
78,1,1,3,1,0,0,0,0
53,1,1,4,1,1,0,1,0
82,1,1,2,1,0,0,0,0
31,0,6,4,1,1,0,0,1
31,1,1,4,1,1,1,0,1
13,1,1,3,1,1,1,0,0
9,0,1,2,1,1,1,0,0
55,0,2,4,1,1,0,0,1
53,1,6,5,1,1,1,0,1
22,1,2,5,1,1,0,0,0
19,1,1,5,1,1,0,1,0
16,0,1,4,1,1,0,0,0
57,0,9,4,1,1,0,0,1
52,1,1,4,1,1,0,0,0
30,1,6,4,1,1,0,1,1
46,1,3,4,1,1,0,0,0
20,0,2,5,1,1,0,1,1
45,0,7,4,1,1,0,1,0
15,1,1,3,1,1,0,1,0
14,0,1,3,1,1,0,1,0
9,0,1,2,1,1,0,0,0
48,0,13,5,1,1,0,0,1
48,1,7,5,1,1,0,0,0
15,0,1,3,1,1,0,0,0
50,1,8,4,1,1,0,0,0
30,1,7,5,1,1,0,1,1
30,1,7,5,1,1,0,1,0
24,0,3,5,1,1,0,1,0
54,0,5,5,1,1,0,0,0
55,1,1,4,1,1,0,0,0
39,0,10,4,1,1,0,0,0
37,1,1,4,1,1,0,0,1
11,1,1,2,1,0,0,0,0
9,1,1,2,1,0,0,0,0
50,0,12,5,1,1,0,1,1
49,1,1,5,1,1,0,0,1
20,1,2,4,1,1,1,1,0
41,0,9,5,1,1,0,0,0
41,1,4,5,1,1,0,0,0
12,1,1,2,1,1,0,1,0
10,1,1,2,1,1,0,1,0
59,0,9,5,1,1,0,0,1
59,1,1,4,1,1,0,1,1
35,0,6,5,1,1,0,1,1
34,1,5,5,1,1,0,1,1
52,0,6,5,1,1,1,1,1
52,1,5,5,1,1,1,1,1
24,1,1,5,1,1,1,1,1
17,1,1,4,1,1,1,1,1
53,0,7,5,1,1,0,0,1
49,1,1,5,1,1,0,0,1
18,1,1,5,1,1,0,1,1
58,0,5,4,1,1,1,1,1
49,1,5,4,1,1,1,1,1
25,1,5,5,1,1,1,1,1
23,1,1,5,1,1,1,1,1
21,0,1,5,1,1,1,1,1
61,1,9,4,1,1,0,0,1
59,0,6,5,1,1,0,0,1
27,1,5,5,0,1,0,1,1
47,0,16,4,1,1,0,0,1
46,1,1,4,1,1,0,1,1
18,1,1,4,1,1,0,1,1
16,1,1,4,1,1,0,1,1
13,1,1,3,1,1,0,1,1
65,0,4,4,1,1,0,0,1
61,1,2,4,1,1,0,0,1
30,0,6,5,1,1,0,1,1
32,1,6,5,1,1,0,1,1
33,0,9,5,1,1,0,1,1
55,0,6,4,1,1,0,1,1
55,1,5,4,1,1,0,1,1
29,1,6,5,1,1,0,1,1
27,1,6,5,1,1,0,1,1
21,1,1,5,1,1,0,1,1
84,0,3,2,1,1,0,0,0
25,0,1,5,1,1,0,0,1
20,0,1,5,1,1,0,1,1
49,1,4,4,1,1,0,0,1
24,1,5,5,1,1,0,1,1
19,1,1,5,1,1,0,1,1
46,1,4,4,1,1,0,0,1
26,1,5,5,1,1,0,1,1
22,0,1,5,1,1,0,1,1
86,1,3,2,1,1,0,0,0
25,0,5,5,1,1,0,1,0
20,1,1,5,1,1,0,1,1
34,0,6,5,0,1,0,1,1
66,1,1,4,0,1,0,0,0
44,0,7,5,1,1,0,0,1
42,1,1,4,1,1,0,0,1
15,1,1,3,1,1,0,0,1
49,0,6,5,0,1,0,0,1
49,1,1,4,0,1,0,0,1
80,0,2,2,1,1,0,0,0
78,1,3,2,1,1,0,0,0
47,0,13,4,0,1,1,0,1
47,1,1,4,0,1,1,1,1
20,1,1,5,0,1,0,1,1
17,0,1,4,0,1,0,1,1
59,0,8,5,1,1,0,0,0
59,1,1,4,1,1,0,0,0
32,0,6,5,1,1,0,1,0
30,1,6,5,1,1,0,1,0
28,0,5,5,1,1,1,1,0
48,0,7,5,1,1,0,0,1
47,1,1,5,1,1,0,0,1
18,1,1,5,1,1,0,1,1
51,1,8,5,1,1,0,1,1
14,0,1,3,1,1,0,1,1
72,0,4,2,1,1,0,0,0
71,1,1,2,1,1,0,0,0
40,0,6,5,1,1,0,0,1
40,1,6,5,1,1,0,0,1
11,0,1,2,1,1,0,0,1
7,0,1,2,1,1,0,0,1
51,0,6,5,1,1,0,1,0
42,1,6,5,1,1,0,1,0
83,0,2,5,1,1,0,1,0
77,1,7,4,1,1,0,0,0
19,0,1,5,1,1,0,1,0
14,1,1,3,1,1,0,1,0
57,0,9,5,1,1,0,0,1
56,1,9,4,1,1,0,0,1
54,0,9,4,1,1,0,0,1
69,1,1,3,1,1,0,0,0
43,1,1,5,1,1,0,0,1
55,1,4,4,1,1,0,0,1
47,0,5,6,1,1,0,1,1
47,1,4,4,1,1,0,1,0
54,1,1,4,1,1,0,1,1
38,0,4,5,1,1,0,1,1
47,1,1,5,1,1,0,1,0
53,0,7,5,1,1,0,0,1
49,1,1,5,1,1,0,0,0
23,0,1,5,1,1,0,1,1
28,0,1,5,1,1,0,1,1
38,0,7,5,1,1,0,1,1
41,1,1,5,1,1,0,0,1
50,0,14,5,1,1,0,0,1
48,1,5,5,1,1,0,0,0
18,1,1,4,1,1,1,1,1
62,0,6,4,1,1,0,1,1
59,1,1,4,1,1,0,1,1
46,0,14,4,1,1,0,0,1
42,1,5,5,1,1,1,1,1
15,0,1,3,1,1,1,0,1
13,0,1,3,1,1,0,0,1
44,0,12,4,1,1,0,0,1
44,1,1,4,1,1,0,0,0
15,0,1,3,1,1,0,1,0
13,1,1,3,1,1,0,0,1
53,0,10,5,1,1,0,1,1
49,1,10,6,1,1,0,1,1
17,1,1,4,1,1,0,1,1
49,0,10,4,1,1,0,0,1
43,1,1,5,1,1,0,0,1
18,1,1,4,1,1,0,1,1
15,0,1,3,1,1,0,0,1
73,0,5,5,1,1,0,1,1
67,1,4,5,1,1,0,0,1
75,1,2,2,1,1,0,0,0
68,0,12,5,1,1,0,1,1
67,1,1,5,1,1,0,0,1
65,0,6,4,1,1,0,0,1
62,1,1,3,1,1,0,1,1
29,0,7,5,1,1,0,1,1
65,1,2,2,1,0,0,0,0
76,1,1,2,1,1,0,0,0
39,1,1,5,1,1,0,1,0
63,0,4,4,1,0,0,0,1
87,1,1,2,1,0,0,0,0
53,1,6,4,1,1,0,1,0
64,0,4,3,1,0,0,0,0
60,1,1,3,1,0,0,0,0
61,0,6,4,1,1,0,0,1
55,1,1,4,1,1,0,0,1
42,0,6,5,1,1,0,1,1
53,0,6,5,1,1,0,0,1
53,1,1,4,1,1,0,0,0
20,0,3,5,1,1,1,0,0
15,1,1,3,1,1,0,0,0
51,0,8,5,1,1,0,0,1
48,1,4,5,1,1,0,0,0
15,1,1,3,1,1,0,0,0
51,1,6,6,1,1,0,1,1
61,1,5,4,1,1,0,0,1
26,1,6,5,1,1,0,1,1
51,0,14,5,1,1,0,1,1
47,1,2,5,1,1,0,1,1
20,0,1,5,1,1,0,1,1
17,0,1,4,1,1,0,0,0
46,0,6,5,1,1,0,1,1
45,1,4,6,1,1,0,1,1
18,1,1,5,1,1,0,1,0
11,1,1,2,1,1,0,1,0
64,0,6,5,1,1,0,0,0
59,1,4,4,1,1,0,0,0
35,0,5,5,1,1,1,0,0
33,0,7,5,1,1,0,0,0
60,0,7,3,1,1,0,0,0
57,1,4,4,1,1,0,0,0
57,0,10,4,1,1,0,1,1
53,1,1,3,1,1,0,1,1
24,0,1,5,1,1,0,1,1
65,0,5,4,1,1,0,0,1
54,1,4,3,1,1,0,0,1
78,0,2,3,1,0,0,0,0
70,1,2,2,1,0,0,0,0
78,0,3,4,1,1,0,0,0
70,1,1,4,1,1,0,1,1
46,0,7,4,1,1,1,1,1
58,1,6,5,1,1,0,0,1
61,0,8,4,1,1,0,0,1
35,0,6,5,1,1,0,0,1
25,0,1,5,1,1,0,1,1
62,0,3,2,1,1,0,0,1
55,0,7,4,1,1,0,0,1
49,1,4,5,1,1,0,0,0
48,0,7,5,1,1,0,0,1
52,1,1,5,1,1,0,0,1
17,1,1,4,1,1,0,0,0
19,0,1,5,1,1,0,1,1
51,0,8,5,1,1,0,0,1
50,1,6,4,1,1,0,0,0
60,1,5,4,1,1,0,0,1
53,0,5,4,1,1,0,0,1
64,0,4,3,1,1,0,0,1
35,1,7,4,1,1,0,0,1
37,0,5,4,1,1,0,0,1
38,1,5,4,1,1,0,1,1
37,1,1,5,1,1,0,1,1
75,0,1,2,1,1,0,1,0
45,0,8,5,1,1,0,0,1
41,1,1,5,1,1,0,1,1
61,0,4,4,1,1,0,0,1
60,0,6,4,1,1,0,0,1
60,1,1,4,1,1,0,1,1
36,0,6,5,1,1,0,1,1
49,1,1,4,1,1,0,1,0
64,0,6,4,1,1,0,0,1
62,1,1,4,1,1,0,0,0
41,1,1,5,1,1,0,0,1
38,0,8,5,1,1,0,0,1
67,0,8,4,1,1,0,0,1
65,0,9,3,1,1,0,0,1
62,1,3,3,1,1,0,0,1
36,0,5,5,1,1,0,1,1
42,0,5,4,1,1,0,0,1
43,1,1,4,1,1,0,0,1
12,0,1,2,1,1,0,0,0
56,1,5,5,1,1,0,0,0
47,0,8,5,1,1,0,0,1
47,1,1,4,1,1,0,0,1
17,0,1,4,1,1,0,0,0
50,0,6,4,1,1,0,0,1
50,1,1,4,1,1,0,0,1
22,1,1,5,1,1,0,1,1
14,0,1,3,1,1,0,1,0
47,0,7,5,1,1,0,0,1
45,1,3,4,1,1,0,0,0
17,0,1,4,1,1,0,0,1
14,0,1,3,1,1,0,0,0
51,0,8,5,1,1,0,0,1
50,1,1,5,1,1,0,0,1
56,0,6,5,1,1,0,0,0
52,1,5,5,1,1,0,0,0
20,0,2,5,1,1,0,1,0
16,1,1,4,1,1,1,1,0
57,0,13,5,1,1,0,0,1
56,1,13,6,1,1,0,0,0
28,0,1,6,1,1,1,1,0
23,1,1,5,1,1,0,1,0
53,0,10,5,1,1,0,1,1
52,1,6,5,1,1,0,1,0
26,0,1,5,1,1,1,1,1
24,0,1,5,1,1,1,1,0
61,0,11,4,1,1,0,0,0
55,1,11,3,1,1,0,0,0
30,1,5,5,1,1,0,1,0
28,1,5,5,1,1,1,1,0
79,1,2,2,1,0,0,0,0
37,1,1,5,1,1,0,0,1
38,0,8,5,1,1,0,0,1
62,0,1,4,1,1,0,0,1
59,1,4,4,1,1,0,1,1
31,0,6,5,1,1,0,1,1
29,1,5,5,1,1,0,1,1
74,0,3,5,1,1,0,0,1
70,1,1,4,1,1,0,0,0
55,1,5,4,1,1,0,1,0
31,0,7,5,1,1,1,1,1
28,1,5,5,1,1,0,1,0
51,1,5,4,1,1,0,1,0
21,1,2,5,1,1,0,1,0
62,1,4,4,1,1,0,1,0
55,0,7,4,1,0,0,0,0
55,1,5,4,1,1,0,0,0
12,1,1,2,1,1,1,0,0
70,1,10,5,1,1,0,0,1
44,1,6,5,1,1,0,1,1
56,0,5,4,1,1,0,0,0
50,1,6,4,1,1,0,0,0
24,0,5,5,1,1,0,1,0
21,0,1,5,1,1,0,1,0
80,0,1,4,1,1,0,0,0
76,1,1,3,1,1,0,0,0
56,0,5,4,1,1,0,0,0
49,1,5,4,1,1,0,0,1
59,0,1,5,1,1,0,0,1
57,1,4,5,1,1,0,0,1
31,1,7,5,1,1,0,1,1
31,1,1,5,1,1,0,1,1
50,1,3,2,1,1,0,0,0
76,0,4,3,1,1,0,0,0
72,1,2,3,1,1,0,0,0
50,0,4,6,1,1,0,1,1
46,1,1,6,1,1,0,0,1
13,0,1,3,1,1,0,0,0
9,1,1,2,1,0,0,0,0
6,0,1,1,1,0,0,0,0
78,1,1,2,1,1,0,0,0
50,1,10,5,1,1,0,1,1
18,0,1,4,1,1,1,1,1
80,1,6,2,1,1,0,0,0
52,0,8,5,1,1,0,1,1
49,1,1,4,1,1,0,0,0
49,1,5,4,1,1,0,0,0
13,1,1,3,1,1,0,0,0
42,0,6,5,1,1,0,1,1
40,1,1,5,1,1,0,1,1
12,0,1,2,1,1,0,0,0
9,1,1,2,1,0,0,0,0
40,0,6,5,1,1,0,1,1
37,1,1,5,1,1,0,1,1
13,0,1,3,1,1,0,0,0
8,1,1,2,1,1,0,0,0
39,1,6,5,1,1,0,0,1
15,0,1,3,1,1,1,0,1
45,1,1,5,1,1,1,0,1
15,0,1,3,1,1,1,0,1
12,0,1,2,1,1,1,0,1
48,0,6,4,1,1,0,0,1
45,1,6,4,1,1,0,1,1
19,1,1,5,1,1,0,1,1
14,0,1,3,1,1,0,0,0
63,1,4,4,1,1,0,0,0
34,1,4,5,1,1,0,0,1
